Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
Kyoku,Science,Breakfast shakes,2018,$1,https://www.crunchbase.com/organization/kyoku,https://www.linkedin.com/company/kyoku/,https://kyoku.com/,4,Consumer,Healh and wellness,Santa Monica,CA,USA,Acquired
Lambs,Science,UV proof clothing,2018,,https://www.crunchbase.com/organization/spartan,https://www.linkedin.com/company/lambs/,https://getlambs.com/,13,Consumer,Clothing,Santa Monica,CA,USA,Active
Liquid Death,Science,Canned water,2017,$131,https://www.crunchbase.com/organization/liquid-death-mountain-water,https://www.linkedin.com/company/liquid-death/,https://liquiddeath.com/,158,Consumer,Bever/e,Santa Monica,CA,USA,Active
Mammoth Media,Science,Entertainment apps for gen z,2016,$14,https://www.crunchbase.com/organization/mammoth-media-3,https://www.linkedin.com/company/mammoth-media-a-science-company/,https://mammoth.la/,47,Consumer,Digital media,Santa Monica,CA,USA,Active
MeUndies,Science,Underwear,2011,$50,https://www.crunchbase.com/organization/meundies,https://www.linkedin.com/company/meundies/,https://www.meundies.com/,127,Consumer,Clothing,Culver City,CA,USA,Active
MonsterBass,Science,Fishing gear subscription,2019,$1,https://www.crunchbase.com/organization/monsterbass,https://www.linkedin.com/company/monsterbass/,https://monsterbass.com/,10,Consumer,Sports Gear,Los Angeles,CA,USA,Active
OffLimits,Science,Allergen-free cereal,2019,$2,https://www.crunchbase.com/organization/offlimits,https://www.linkedin.com/company/eatofflimits/,https://www.eatofflimits.com/,12,Consumer,Food,New York,NY,USA,Active
Open3,Science,network of NFT artists,2021,,,https://www.linkedin.com/company/open3,https://www.open3.co/,5,Consumer,Crypto,Portland,OR,USA,Active
PlayHaven,Science,Marketing software for mobile game developers,2008,$31,https://www.crunchbase.com/organization/playhaven,https://www.linkedin.com/company/playhaven-inc/,,,Business,App Development,Santa Monica,CA,USA,Acquired
PlayVS,Science,School esports,2018,$106,https://www.crunchbase.com/organization/playvs,https://www.linkedin.com/company/playversus/,https://www.playvs.com/,108,Business,Gaming,Los Angeles,CA,USA,Active
Plowz&Mowz,Science,Landscaping platform,2014,$8,https://www.crunchbase.com/organization/plowz-mowz,https://www.linkedin.com/company/plowzandmowz/,https://www.plowzandmowz.com/,14,Consumer,Landscaping,Syracuse,NY,USA,Active
Pray,Science,Prayer and bible stories app,2017,$34,https://www.crunchbase.com/organization/pray,https://www.linkedin.com/company/pray.com/,https://www.pray.com/,50,Consumer,Religious Content,Santa Monica,CA,USA,Active
RealBlocks,Science,Investment management platform,2017,$11,https://www.crunchbase.com/organization/realblocks,https://www.linkedin.com/company/realblocks/,https://www.realblocks.com/home,50,Business,Finance,New York,NY,USA,Active
SoRSE,Science,CBD supplier,2017,$7,https://www.crunchbase.com/organization/s%C5%8Drse-technology,https://www.linkedin.com/company/sorsetech/,https://sorsetech.com/,45,Business,Cannibus,Seattle,WA,USA,Active
Springworks,Science,HR onboarding platformsagsoftware,2014,$3,https://www.crunchbase.com/organization/springworks-1295,https://in.linkedin.com/company/springrole/,https://springrole.com/,241,Business,HR software,Santa Monica,CA,USA,Active
Superlocal,Science,Cryptocurrency rewards for going to local places,2020,$1,https://www.crunchbase.com/organization/popinc,https://www.linkedin.com/company/filterpop/,https://hello.superlocal.com/,27,Consumer,Crypto,Santa Monica,CA,USA,Active
The Good Patch,Science,Wellness adhesive patches,2018,$7,https://www.crunchbase.com/organization/the-good-patch,https://www.linkedin.com/company/the-good-patch/,https://thegoodpatch.com/,26,Consumer,Healh and wellness,Los Angeles,CA,USA,Active
TokenBot,Science,Social network for algorithm traders,2017,$1,https://www.crunchbase.com/organization/tokenbot,https://www.linkedin.com/company/tokenbot/,https://www.tokenbot.network/,4,Business,Fintech,Santa Monica,CA,USA,Active
Toonstar,Science,Web3 animation studio,2015,$3,https://www.crunchbase.com/organization/toonstar,https://www.linkedin.com/company/toonstarhq/,https://www.toonstar.com/,19,Consumer,Digital media,Los Angeles,CA,USA,Active
Urban Remedy,Science,Organic meal delivery,2010,$46,https://www.crunchbase.com/organization/urban-remedy,https://www.linkedin.com/company/urban-remedy-inc-,https://urbanremedy.com/,120,Consumer,Food,Richmond,CA,USA,Active
Zen App Inc,Science,Meditation app,2016,,https://www.crunchbase.com/organization/zen-guided-meditation-sleep,,https://app-zen.com/,,Consumer,Healh and wellness,,,USA,Active
Betterbrand,siëo,Science backed health supplements,2019,$0,https://www.crunchbase.com/organization/betterbrand,https://www.linkedin.com/company/betterbrandhealth/,https://www.trybetterbrand.com,11,Consumer,Healthcare & Wellness,Los Angeles,CA,USA,Active
PvP,siëo,Social media platform for gamers,2018,$1,https://www.crunchbase.com/organization/pvp-com,https://www.linkedin.com/company/pvpcom/,http://www.pvp.com/,12,Consumer,Entertainment,Los Angeles,CA,USA,Active
RateMyInvestor,siëo,Venture capital equity and transparency tool,2017,,https://www.crunchbase.com/organization/ratemyinvestor,https://www.linkedin.com/company/ratemyinvestor/,http://ratemyinvestor.com/,2,Consumer,Fintech,Venice,CA,USA,Active
Cargobot,Singular Factory,Platform connecting shippers and carriers,2016,$4,https://www.crunchbase.com/organization/cargobot,https://www.linkedin.com/company/cargobot/,https://www.cargobot.io,38,Business,Software Development,Miami,FL,USA,Active
Fuell,Singular Factory,Corporate card expense management software,2019,$1,https://www.crunchbase.com/organization/fuell-corporate-cards,https://www.linkedin.com/company/fuell-corporate-cards/,https://getfuell.com/,20,Business,Fintech,Madrid,,Spain,Active
Nubii,Singular Factory,Metaverse community for remote workers,2020,$0,https://www.crunchbase.com/organization/nubii,https://www.linkedin.com/company/nubii-us/,https://nubi.city/,10,Consumer,Software Development,Miami,DC,USA,Active
Sirit,Singular Factory,Debt management strategic software,2021,,,https://www.linkedin.com/showcase/sirit-finance/,https://sirit.finance,2,Business,Fintech,Miami,FL,USA,Active
Wupplier,Singular Factory,Value chain management platform,2016,$1,https://www.crunchbase.com/organization/wupplier,https://www.linkedin.com/company/wupplier/,https://www.wupplier.com/en/,3,Business,Software Development,Miami,FL,USA,Active
Settle Top,SNL Partners,Software risk platform,2019,,https://www.crunchbase.com/organization/settletop,https://www.linkedin.com/company/settletop/,http://www.settletop.com/,5,Business,Software Development,Cambridge,MA,USA,Active
Silverthread,SNL Partners,Software complexity management tools,2013,,https://www.crunchbase.com/organization/silverthread,https://www.linkedin.com/company/silverthread-inc-/,https://www.silverthreadinc.com,7,Business,IT Services & Consulting,Newton,MA,USA,Active
Cheddar,Sproutbox,Usage based subscription billing software,2008,$1,https://www.crunchbase.com/organization/cheddargetter,https://www.linkedin.com/company/cheddargetter/,https://getcheddar.com,30,Business,Software Development,Bloomington,ID,USA,Active
Periodic,Sproutbox,Platform for brands to launch private bookings,2014,$1,https://www.crunchbase.com/organization/periodic,https://www.linkedin.com/company/periodic/,https://periodic.is,12,Business,Software Development,Bloomington,ID,USA,Acquired
Proposable,Sproutbox,Web based sales proposals software,2009,,https://www.crunchbase.com/organization/proposable,https://www.linkedin.com/company/proposable/,http://www.proposable.com/,2,Business,Software Development,Bloomington,ID,USA,Active
Visible,Sproutbox,Investor relations management platform,2016,$2,https://www.crunchbase.com/organization/visible-vc,https://www.linkedin.com/company/visible-vc/,https://visible.vc,15,Business,Fintech,Chic/o,IL,USA,Active
Bizzy,StarApps,Business data and news platform,2021,$1,https://www.crunchbase.com/organization/bizzy-b762,https://www.linkedin.com/company/bizzyinsights/,https://bizzy.org/en,12,Business,Software Development,Ghent,,Belgium,Active
Delta,StarApps,Investment tracker app,2017,,https://www.crunchbase.com/organization/delta,https://www.linkedin.com/company/delta-investment-tracker/,https://delta.app/en,25,Consumer,Fintech,Ghent,,Belgium,Acquired
FixForm,StarApps,Maintenance work reporting platform,2020,$0,https://www.crunchbase.com/organization/fixform,https://www.linkedin.com/company/70550224/,https://www.fixform.com,11,Business,Software Development,Leuven,,Belgium,Active
Realo,StarApps,Real estate property valuations platform,2014,$3,https://www.crunchbase.com/organization/realo,https://www.linkedin.com/company/realo/,https://www.realo.be/en,23,Consumer,Real Estate,Ghent,,Belgium,Active
Talkie,StarApps,Meetings without scheduling app,2022,,,https://www.linkedin.com/company/talkienet/,https://www.talkie.net,3,Consumer,Software Development,Ghent,,Belgium,Active
Twoo,StarApps,Matchmaking and dating app,2011,,https://www.crunchbase.com/organization/twoo,https://www.linkedin.com/company/twoo/,https://www.twoo.com,23,Consumer,Software Development,London,,England,Acquired
Xpenditure,StarApps,Expense management solution platform,2011,$10,https://www.crunchbase.com/organization/xpenditure,https://www.linkedin.com/company/rydoo/,https://www.rydoo.com/nl/,218,Business,Software Development,Ghent,,Belgium,Acquired
Journa,Startup Studio Nescio,An online platform for journalists,2016,,https://www.crunchbase.com/organization/journa,https://www.linkedin.com/company/journa/,https://journa.com/,6,Consumer,Journalism,Amesterdam,,Netherlands,Active
Nouncy,Startup Studio Nescio,Let people speak out for you on social media and build a network of brand ambassadors.,2013,,https://www.crunchbase.com/organization/nouncy,https://www.linkedin.com/company/nouncy/,https://nescio.co/startups/amplify-your-announcements/,4,Consumer,Social Media,Amesterdam,,Netherlands,Active
Smart.pr,Startup Studio Nescio,Smart.pr is a smart and simple software tool for PR and communications professionals.,2013,,https://www.crunchbase.com/organization/smart-pr,https://www.linkedin.com/company/smart-pr/,https://www.smart.pr/,24,Business,Advertising Services,Amesterdam,,Netherlands,Active
BetterLeap,Stipple,All-in-one candidate recruiting platform,2020,,https://www.crunchbase.com/organization/betterleap,https://www.linkedin.com/company/betterleap/,https://betterleap.com,11,Business,Human Resources,San Francisco,CA,USA,Active
RedDoor,Stipple,Online mortgage platform for customers and agents,2018,$5,https://www.crunchbase.com/organization/reddoor,https://www.linkedin.com/company/reddoorhq/,https://reddoor.com,31,Consumer,Software Development,San Francisco,CA,USA,Acquired
Stealth Technologies,Strategic Elements,AI and robotics tech company,2018,,,https://www.linkedin.com/company/stealth-technologies-pty-ltd/about/,https://www.stealthtechnologies.com.au,6,Business,Software Development,Perth,,Australia,Active
Cut,Stripes39,Digital storytelling platform,2015,$2,https://www.crunchbase.com/organization/cut-com,https://www.linkedin.com/company/cut-media-llc/,https://www.cut.com,57,Consumer,Software Development,Seattle,WA,USA,Active
Girlfriend Collective,Stripes39,Sustainable active wear for women,2016,,https://www.crunchbase.com/organization/girlfriend-collective,https://www.linkedin.com/company/girlfriend-collective/,https://girlfriend.com,33,Consumer,Clothing,Seattle,WA,USA,Active
Good Society,Stripes39,Organic denim jeans designer,2016,,,,https://www.goodsociety.org,,Consumer,Clothing,Seattle,WA,USA,Acquired
Pivotal,Studio 107,Premium car subscription service,2020,,,https://www.linkedin.com/company/pivotal-subscription-by-jaguar-and-land-rover/,https://www.drivepivotal.com,30,Consumer,Transportation,Whitley,,England,Active
The Out,Studio 107,Premium car rental service,2019,,,https://www.linkedin.com/company/theout/,https://www.theout.com,10,Consumer,Transportation,London,,England,Active
CodeKeyz,Summit Venture Studio,Python coding training platform,2021,,,https://www.linkedin.com/company/codekeyz/,https://codekeyz.com,1,Consumer,Education,Lehi,UT,USA,Active
Consent Builder,Summit Venture Studio,Clinical trial forms automation software,2021,,,https://www.linkedin.com/company/consent-builder/,,1,Business,Software Development,Lehi,UT,USA,Active
Evoke,Summit Venture Studio,PBIS e-learning modules,2021,,,https://www.linkedin.com/company/edufresh/,https://www.edufresh.net,1,Business,Education,Lehi,UT,USA,Active
Faculty Planner,Summit Venture Studio,Course management software for faculty,2021,,,https://www.linkedin.com/company/faculty-planner/,,1,Business,Software Development,Lehi,UT,USA,Active
KalyLabs,Summit Venture Studio,Schedule/billing platform for research equipment use,2021,,,https://www.linkedin.com/company/kaly-labs/,https://kalylabs.com,2,Business,Software Development,Lehi,UT,USA,Active
Madra Learning,Summit Venture Studio,Megacognitive techniques learning platform,2021,,https://www.crunchbase.com/organization/madra-learning,https://www.linkedin.com/company/madra/,https://www.madralearning.com,1,Consumer,Education,Lehi,UT,USA,Active
Boomjam,Super{set} Studio,Work collaboration software for musicians,2021,,https://www.crunchbase.com/organization/boomjam,https://www.linkedin.com/company/boomjam/,https://www.boomjam.com,10,Business,Software Development,San Francisco,CA,USA,Active
Eskalera,Super{set} Studio,Digital employee engagement analytics platform,2018,$5,https://www.crunchbase.com/organization/eskalera,https://www.linkedin.com/company/eskalera-inc/,https://eskalera.com/,41,Business,Software Development,San Francisco,CA,USA,Active
Habu,Super{set} Studio,Distributed data platforms for insight and analytics,2018,$40,https://www.crunchbase.com/organization/habu-marketing,https://www.linkedin.com/company/habu-inc/,https://habu.com,59,Business,Software Development,San Francisco,CA,USA,Active
Ketch,Super{set} Studio,Data control platform for privacy and governance,2020,$43,https://www.crunchbase.com/organization/ketch,https://www.linkedin.com/company/ketchdigital/,https://www.ketch.com,68,Business,Software Development,San Francisco,CA,USA,Active
Kogniz,Super{set} Studio,AI platform for workplace safety and security,2016,$14,https://www.crunchbase.com/organization/kogniz,https://www.linkedin.com/company/kogniz-inc/,https://www.kogniz.com,28,Business,Software Development,Berkeley,CA,USA,Active
Markov ML,Super{set} Studio,Enterprise MLOPs platform,2021,,https://www.crunchbase.com/organization/markovml,https://www.linkedin.com/company/markov-ml/,https://www.markovml.com,17,Business,Software Development,San Francisco,CA,USA,Active
Spectrum,Super{set} Studio,AI to remove toxic web content,2016,$45,https://www.crunchbase.com/organization/spectrum-5,https://www.linkedin.com/company/spectrum-labs/,https://www.spectrumlabsai.com,92,Business,Software Development,San Francisco,CA,USA,Active
Stanza,Super{set} Studio,Events calendar sharing platform,2012,$4,https://www.crunchbase.com/organization/spoton-it,https://www.linkedin.com/company/stanzacal/,https://www.stanza.co,42,Business,Software Development,San Francisco,CA,USA,Active
Sturdy AI,Super{set} Studio,AI platform to build customer relations,2020,$5,https://www.crunchbase.com/organization/sturdyai,https://www.linkedin.com/company/sturdyai/,https://www.sturdy.ai,13,Business,Software Development,Portland,OR,USA,Active
Cottage,Susa,Custom home ADUs,2019,$19,https://www.crunchbase.com/organization/cottage,https://www.linkedin.com/company/cottageadus/,https://www.cotta.ge,64,Consumer,Home Services,San Francisco,CA,USA,Active
Bracket Computing,Sutter Hill,Enterprise computing business enhancements,2011,$132,https://www.crunchbase.com/organization/bracket-computing,,http://www.brkt.com/,4,Business,IT Services & Consulting,Mountainview,CA,USA,Acquired
Clover,Sutter Hill,Cloud based operating system by Android,2011,$15,https://www.crunchbase.com/organization/clover,https://www.linkedin.com/company/clovernetwork/,https://www.clover.com,733,Business,Software Development,Sunnyvale,CA,USA,Acquired
Clumio,Sutter Hill,Data protection in AWS,2017,$186,https://www.crunchbase.com/organization/clumio,https://www.linkedin.com/company/clumio/,http://clumio.com/products/protect/,153,Business,Software Development,Santa Clara,CA,USA,Active
Ghost Locomotion,Sutter Hill,Self driving technology software,2017,$157,https://www.crunchbase.com/organization/ghost-locomotion,https://www.linkedin.com/company/ghost-locomotion/,http://www.driveghost.com/,169,Business,Software Development,Mountainview,CA,USA,Active
Helix,Sutter Hill,Population genomics research company,2015,$403,https://www.crunchbase.com/organization/helix,https://www.linkedin.com/company/my-helix/,https://www.helix.com,283,Business,Biotech Research,San Mateo,CA,USA,Active
Infer,Sutter Hill,Predictive software app to obtain more customers,2010,$35,https://www.crunchbase.com/organization/infer,https://www.linkedin.com/company/infer-inc-/,http://www.infer.com/,19,Business,Software Development,San Francisco,CA,USA,Acquired
Lacework,Sutter Hill,Automated cloud security,2015,"$1,900",https://www.crunchbase.com/organization/lacework,https://www.linkedin.com/company/lacework/,https://www.lacework.com,1093,Business,Software Development,San Jose,CA,USA,Active
Laserlike,Sutter Hill,Web-scale content search platform,2015,$24,https://www.crunchbase.com/organization/laserlike,https://www.linkedin.com/company/laserlike-inc/,http://www.laserlike.com/,1,Business,Software Development,Mountainview,CA,USA,Acquired
Luminary Cloud,Sutter Hill,High performance computing R&D,2019,$15,https://www.crunchbase.com/organization/luminary-cloud,https://www.linkedin.com/company/luminarycloud/,https://www.luminarycloud.com/#1,39,Business,Software Development,Redwood City,CA,USA,Active
Observe,Sutter Hill,SaaS observability and improvement,2017,$112,https://www.crunchbase.com/organization/observe-349c,https://www.linkedin.com/company/observe-inc/,http://www.observeinc.com/,114,Business,IT Services & Consulting,San Mateo,CA,USA,Active
Pure Storage,Sutter Hill,Data and cloud solutions enabled SaaS,2009,$529,https://www.purestorage.com/,https://www.linkedin.com/company/purestorage/,https://www.purestorage.com/,4626,Business,IT Services & Consulting,Mountainview,CA,USA,Active
SiFive,Sutter Hill,Semiconductor tech and software automation,2015,$366,https://www.crunchbase.com/organization/sifive,https://www.linkedin.com/company/sifive/,https://www.sifive.com,523,Business,Semiconductor Manufacturing,San Mateo,CA,USA,Active
Sigma Computing,Sutter Hill,Cloud analytics and intelligence platform,2014,$381,https://www.crunchbase.com/organization/sigma-computing,https://www.linkedin.com/company/sigmacomputing/,https://www.sigmacomputing.com/,279,Business,IT Services & Consulting,San Francisco,CA,USA,Active
Sila Nanotechnologies,Sutter Hill,Battery materials for EV,2011,$881,https://www.crunchbase.com/organization/sila-nanotechnologies,https://www.linkedin.com/company/sila-nanotechnologies-inc-/,http://www.silanano.com/,316,Business,Electronics Manufacturing,Alameda,CA,USA,Active
Snowflake,Sutter Hill,Data cloud services,2012,"$2,100",https://www.crunchbase.com/organization/snowflake-computing,https://www.linkedin.com/company/snowflake-computing/,http://www.snowflake.com/,5099,Business,IT Services & Consulting,San Francisco,CA,USA,Active
Stride Software,Sutter Hill,Customer data marketing platform,2016,$11,https://www.crunchbase.com/organization/stride-software,https://www.linkedin.com/company/stridesoftware/,http://www.getstride.com/,11,Business,Marketing Tech,Mountainview,CA,USA,Active
Transposit,Sutter Hill,Connected workflow platform for tech ops,2016,$50,https://www.crunchbase.com/organization/transposit,https://www.linkedin.com/company/transposit/,https://www.transposit.com/about/,28,Business,Software Development,San Francisco,CA,USA,Active
Wavefront,Sutter Hill,Cloud analytics and data visibility software,2013,$66,https://www.crunchbase.com/organization/wavefront,https://www.linkedin.com/company/wavefront-inc/,http://www.wavefront.com/,25,Business,Software Development,Palo Alto,CA,USA,Acquired
Deskimo,Swiss Founders Fund,Location based desk booking app,2021,$3,https://www.crunchbase.com/organization/deskimo,https://www.linkedin.com/company/deskimoapp/,http://www.deskimo.com/,21,Consumer,Software Development,,,Singapore,Active
Guest Ready,Swiss Founders Fund,Hospitality & property technology company,2016,$17,https://www.crunchbase.com/organization/guestready,https://www.linkedin.com/company/guestready/,https://www.guestready.com/fr/paris/conciergerie-airbnb/,205,Business,Real Estate,Trogen,,Switzerland,Active
Asenso,Talino Venture Labs,Digital platform to process small business loans,2022,,https://www.crunchbase.com/organization/asenso-a415,https://www.linkedin.com/company/asensodotio/,https://www.asenso.io,18,Business,Fintech,Manhattan Beach,CA,USA,Active
BayaniPay,Talino Venture Labs,Digital financial service for global Filipinos,2021,,,https://www.linkedin.com/company/bayanipay/,https://www.bayanipay.com,6,Consumer,Fintech,Manhattan Beach,CA,USA,Active
Saphron,Talino Venture Labs,Insurance marketplace for global Filipinos,2019,,https://www.crunchbase.com/organization/saphron,https://www.linkedin.com/company/saphronasia/,https://saphron.asia,1,Business,Insurance,Manhattan Beach,CA,USA,Active
Unawa,Talino Venture Labs,Digital regulatory tech for asia businesses,2019,,https://www.crunchbase.com/organization/unawa,https://www.linkedin.com/company/unawa/,https://www.unawa.asia,12,Business,Software Development,Pasig,NCR,Philipines,Active
3E8 (Optius),TandemLaunch,"3E8 develops lightspeed photonic AI silicon, systems and software",2020,$1,,https://www.linkedin.com/company/3e8co/,https://www.3e8.co/,7,Business,Manufacturing,Montreal,,Canada,Active
AAVAA,TandemLaunch,AAVAAdevelops a bionic ear that helps reduce noise and acts as a hearing impairment correction device,2019,$1,https://www.crunchbase.com/organization/aavaa,https://www.linkedin.com/company/aavaainc/,https://aavaa.com/,7,Business,Manufacturing,Montreal,,Canada,Active
Aerial,TandemLaunch,WiFi Motion Analytics,2016,$9,https://www.crunchbase.com/organization/aerial-technologies,https://www.linkedin.com/company/aerial.ai/,https://aerial.ai/,31,Business,Wireless Service,Montreal,,Canada,Active
Airy3D,TandemLaunch,"AIRY:3D is a startup based in Montreal bent on answering one question: our world has three dimensions, so why can’t our pictures?",2015,$17,https://www.crunchbase.com/organization/airy-3d,https://www.linkedin.com/company/airy-3d/,https://www.airy3d.com/,25,Business,Electronics,Montreal,,Canada,Active
Algolux,TandemLaunch,Algolux empowers vision systems with the most robust perception technology for all conditions.,2014,$33,https://www.crunchbase.com/organization/algolux,https://www.linkedin.com/company/algolux/,https://algolux.com/,99,Business,Software Development,Montreal,,Canada,Active
Aveer,TandemLaunch,Innovative RF solutions from frictionless self-checkout to high precision motion capture,2019,$1,https://www.crunchbase.com/organization/aveer,https://www.linkedin.com/company/aveer-io/,,2,Business,IT Services and IT Consulting,Montreal,,Canada,Active
Bornio,TandemLaunch,Bornio enables organizations to compliantly share their sensitive data and expedite data collaborations.,2020,$2,https://www.crunchbase.com/organization/bornio,https://www.linkedin.com/company/bornio/,https://bornio.com/,13,Business,Software Development,Menlo Park,CA,USA,Active
C2RO,TandemLaunch,"Privacy-aware video analytics using proprietary edge-cloud AI for Physical Retail, Mall, Smart City and Enterprise Market.",2016,$7,https://www.crunchbase.com/organization/c2ro,https://www.linkedin.com/company/c2ro/,https://www.c2ro.com/,30,Business,Software Development,Montreal,,Canada,Active
Chill Skyn,TandemLaunch,"A universal, electricity-free cooling solution leveraging the coldness of outer space.",2022,,,https://www.linkedin.com/company/chillskyn/,https://www.chillskyn.com/,2,Business,Nanotechnology Research,Montreal,,Canada,Active
Contxtful,TandemLaunch,"CONTXTFUL provide attention, viewability and business intelligence on the environment context of any digital audience",2017,$5,https://www.crunchbase.com/organization/contxtful,https://www.linkedin.com/company/receptivity/,https://www.contxtful.com/en/,20,Business,Software Development,Montreal,,Canada,Active
Deeplite,TandemLaunch,"Deeplite is a provider of intelligent AI optimization software to make deep neural networks faster, smaller, and energy-efficient",2018,$9,https://www.crunchbase.com/organization/deeplite,https://www.linkedin.com/company/deeplite/,https://www.deeplite.ai/,34,Business,Software Development,Montreal,,Canada,Active
Depix,TandemLaunch,Depix is an image compositing startup,2019,$3,https://www.crunchbase.com/organization/depix,https://www.linkedin.com/company/depix/,https://depix.ai/,6,Business,Software Development,Montreal,,Canada,Active
Edgehog,TandemLaunch,"Edgehog offers bio-inspired, nanotextured, anti-reflection glass for high performance solar panels.",2018,$5,https://www.crunchbase.com/organization/edgehog,https://www.linkedin.com/company/edgehog/,https://www.edgehogtech.com/,10,Business,Renewable Energy,Montreal,,Canada,Active
Fluent.ai,TandemLaunch,"Speech understanding and intent recognition that learns from speech, behavior and context, for embedded voice user interfaces",2015,$6,https://www.crunchbase.com/organization/fluent-ai,https://www.linkedin.com/company/fluentai/,https://fluent.ai/,22,Business,Computers and Electronics Manufacturing,Montreal,,Canada,Active
HaiLa,TandemLaunch,"HaiLa provides a long lasting, connectivity solution to ultra-low power sensors using backscatter technology, currently available as PHY IP.",2017,$13,https://www.crunchbase.com/organization/wavelite,https://www.linkedin.com/company/haila/,https://www.haila.io/,16,Business,Wireless Service,Montreal,,Canada,Active
IRYStec,TandemLaunch,IRYSTEC is a startup company leading the perceptual computational display technology.,2014,$7,https://www.crunchbase.com/organization/irystec,https://www.linkedin.com/company/irystecc/,https://www.irystec.com/,22,Business,Software Development,Montreal,,Canada,Acquired
LANDR,TandemLaunch,LANDR is a company that empowers musicians to create and get heard.,2013,$35,https://www.crunchbase.com/organization/mixgenius,https://www.linkedin.com/company/mixgeni-us/,https://www.landr.com/en/,144,Business,Music,Montreal,,Canada,Active
LATYS,TandemLaunch,Latys uses antennas to enable full-duplex communications that are protocol and modulation-agnostic,2020,$1,https://www.crunchbase.com/organization/latys,https://www.linkedin.com/company/latys/,https://www.latys.ca/,6,Business,Wireless Service,Montreal,,Canada,Active
Mirametrix,TandemLaunch,"Natural human-computer interaction on all consumer electronics, powered by breakthrough Attention Sensing technology.",2010,$12,https://www.crunchbase.com/organization/mirametrix-gaming,https://www.linkedin.com/company/mirametrix/,https://www.mirametrix.com/,51,Business,Software Development,Montreal,,Canada,Acquired
Ohmic,TandemLaunch,Ohmic is working on the next stage in wearable technology. We aim to bring biometric sensing to headphones everywhere.,2021,$1,,https://www.linkedin.com/company/ohmic-ai/,https://www.ohmic.ai/,4,Business,Manufacturing,Montreal,,Canada,Active
Omniply,TandemLaunch,"Omniply makes it possible to create any thin film electronic device (such as sensors, displays, memory) on flexible substrates.",2018,$2,https://www.crunchbase.com/organization/omniply,https://www.linkedin.com/company/omniply/,https://www.omniplytech.com/,14,Business,Manufacturing,Montreal,,Canada,Active
ORA,TandemLaunch,Advanced Nanomaterials for High Performance Loudspeakers,2016,$7,https://www.crunchbase.com/organization/ora-3,https://www.linkedin.com/company/ora-sound/,https://www.or/raphene.com/,28,Business,Manufacturing,Montreal,,Canada,Active
REVAI,TandemLaunch,REVAI is disrupting traditional learning speeds by leveraging cutting-edge technology in neuroscience to enhance human cognition.,2020,$1,https://www.crunchbase.com/organization/revai-d316,https://www.linkedin.com/company/revaitech/,https://revai.ca/,10,Business,Manufacturing,Montreal,,Canada,Active
Shearwater Aerospace,TandemLaunch,Smart Flight Software combining the power of AI and the environment,2021,$1,,https://www.linkedin.com/company/notos-technologies/,https://www.shearwater.ai/,7,Business,Aerospace,Montreal,,Canada,Active
Soundskrit,TandemLaunch,Soundskrit manufactures audio applications.,2018,$4,https://www.crunchbase.com/organization/soundskrit,https://www.linkedin.com/company/soundskrit/,https://soundskrit.ca/,26,Business,Computers and Electronics Manufacturing,Montreal,,Canada,Active
Sport Logiq,TandemLaunch,Sportlogiq is a venture-backed startup that develops sports statistics solutions.,2014,$7,https://www.crunchbase.com/organization/sportlogiq,https://www.linkedin.com/company/sportlogiq/,https://sportlogiq.com/en/,152,Business,Sports,Montreal,,Canada,Active
Stratuscent,TandemLaunch,Stratuscent has developed the world's only commercially viable digital nose.,2015,$17,https://www.crunchbase.com/organization/sensing-dynamics,https://www.linkedin.com/company/stratuscent/,https://www.stratuscent.com/,27,Business,"Appliances, Electrical, and Electronics Manufacturing",Montreal,,Canada,Active
Suometry,TandemLaunch,Suometry provides virtual reality cameras.,2016,$2,https://www.crunchbase.com/organization/smrk-factory,https://www.linkedin.com/company/suometry/,https://www.suometry.com/,4,Business,Computers and Electronics Manufacturing,Montreal,,Canada,Active
Waveshaper,TandemLaunch,"Deep neural audio processing, in real-time, codelessly.",2022,$1,,https://www.linkedin.com/company/waveshaper/,https://waveshaper.ai/,3,Business,Internet Publishing,Montreal,,Canada,Active
Wrnch,TandemLaunch,wrnchAI is a software platform to digitize human motion and behaviour from standard video.,2014,$11,https://www.crunchbase.com/organization/wrnch,https://www.linkedin.com/company/wrnch/?originalSubdomain=ca,https://go.hingehealth.com/wrnch,3,Business,Software Development,Montreal,,Canada,Acquired
Intersante,Tangelo,English and Spanish digital content creator,2012,$0,https://www.crunchbase.com/organization/interesante-com,https://www.linkedin.com/company/interesante/,https://interesante.com/,28,Consumer,Software Development,Palo Alto,CA,USA,Active
Archer,Team Global,Sustainable air mobility design and manufacturer,2020,$913,https://www.crunchbase.com/organization/archer-b2aa,https://www.linkedin.com/company/flyarcher/,https://www.archer.com,361,Business,Aviation and Aerospace,San Francisco,CA,USA,Active
Deliveryhero,Team Global,Local delivery platform,2011,"$9,900",https://www.crunchbase.com/organization/delivery-hero,https://www.linkedin.com/company/delivery-hero-se/,https://www.deliveryhero.com,25528,Consumer,Software Development,Berlin,,Germany,Active
Dott,Team Global,Shared electrical scooter services,2018,$211,https://www.crunchbase.com/organization/dott,https://www.linkedin.com/company/wearedott/,https://ridedott.com,399,Consumer,Transportation,Amsterdam,,Netherlands,Active
